"Pro","Wm82","Wm82Gene.V2.1"
"Glyma.18G013300.1.p","Glyma.18G013300.1.p","Glyma.18G013300"
"Glyma.18G013400.2.p","Glyma.18G013400.2.p","Glyma.18G013400"
"Glyma.18G013700.1.p","Glyma.18G013700.1.p","Glyma.18G013700"
"Glyma.18G014200.1.p","Glyma.18G014200.1.p","Glyma.18G014200"
"Glyma.18G015500.2.p","Glyma.18G015500.2.p","Glyma.18G015500"
"Glyma.18G015700.1.p","Glyma.18G015700.1.p","Glyma.18G015700"
"Glyma.18G016200.2.p","Glyma.18G016200.2.p","Glyma.18G016200"
"Glyma.18G017200.1.p","Glyma.18G017200.1.p","Glyma.18G017200"
"Glyma.18G017400.3.p","Glyma.18G017400.3.p","Glyma.18G017400"
"Glyma.18G019200.1.p","Glyma.18G019200.1.p","Glyma.18G019200"
"Glyma.18G019600.1.p","Glyma.18G019600.1.p","Glyma.18G019600"
"Glyma.18G019700.1.p","Glyma.18G019700.1.p","Glyma.18G019700"
"Glyma.18G021100.1.p","Glyma.18G021100.1.p","Glyma.18G021100"
"Glyma.18G021500.1.p","Glyma.18G021500.1.p","Glyma.18G021500"
"Glyma.18G021800.1.p","Glyma.18G021800.1.p","Glyma.18G021800"
"Glyma.18G022300.1.p","Glyma.18G022300.1.p","Glyma.18G022300"
"Glyma.18G022400.1.p","Glyma.18G022400.1.p","Glyma.18G022400"
"Glyma.18G022500.1.p","Glyma.18G022500.1.p","Glyma.18G022500"
"Glyma.18G023200.1.p","Glyma.18G023200.1.p","Glyma.18G023200"
"Glyma.18G023300.1.p","Glyma.18G023300.1.p","Glyma.18G023300"
"Glyma.18G023600.1.p","Glyma.18G023600.1.p","Glyma.18G023600"
"Glyma.18G024000.1.p","Glyma.18G024000.1.p","Glyma.18G024000"
"Glyma.18G024300.1.p","Glyma.18G024300.1.p","Glyma.18G024300"
"Glyma.18G025400.1.p","Glyma.18G025400.1.p","Glyma.18G025400"
"Glyma.18G025500.1.p","Glyma.18G025500.1.p","Glyma.18G025500"
"Glyma.18G026200.1.p","Glyma.18G026200.1.p","Glyma.18G026200"
"Glyma.18G027400.1.p","Glyma.18G027400.1.p","Glyma.18G027400"
"Glyma.18G027600.3.p","Glyma.18G027600.3.p","Glyma.18G027600"
"Glyma.18G027800.1.p","Glyma.18G027800.1.p","Glyma.18G027800"
"Glyma.18G028700.1.p","Glyma.18G028700.1.p","Glyma.18G028700"
"Glyma.18G029500.1.p","Glyma.18G029500.1.p","Glyma.18G029500"
"Glyma.18G029800.1.p","Glyma.18G029800.1.p","Glyma.18G029800"
"Glyma.18G030000.2.p","Glyma.18G030000.2.p","Glyma.18G030000"
"Glyma.18G030400.1.p","Glyma.18G030400.1.p","Glyma.18G030400"
"Glyma.18G030700.1.p","Glyma.18G030700.1.p","Glyma.18G030700"
"Glyma.18G030800.1.p","Glyma.18G030800.1.p","Glyma.18G030800"
"Glyma.18G034200.1.p","Glyma.18G034200.1.p","Glyma.18G034200"
"Glyma.18G034300.1.p","Glyma.18G034300.1.p","Glyma.18G034300"
"Glyma.18G034600.1.p","Glyma.18G034600.1.p","Glyma.18G034600"
"Glyma.18G034800.1.p","Glyma.18G034800.1.p","Glyma.18G034800"
"Glyma.18G035100.1.p","Glyma.18G035100.1.p","Glyma.18G035100"
"Glyma.18G035300.1.p","Glyma.18G035300.1.p","Glyma.18G035300"
"Glyma.18G035900.1.p","Glyma.18G035900.1.p","Glyma.18G035900"
"Glyma.18G036200.1.p","Glyma.18G036200.1.p","Glyma.18G036200"
"Glyma.18G036400.1.p","Glyma.18G036400.1.p","Glyma.18G036400"
"Glyma.18G036900.1.p","Glyma.18G036900.1.p","Glyma.18G036900"
"Glyma.18G037300.1.p","Glyma.18G037300.1.p","Glyma.18G037300"
"Glyma.18G037700.1.p","Glyma.18G037700.1.p","Glyma.18G037700"
"Glyma.18G037900.2.p","Glyma.18G037900.2.p","Glyma.18G037900"
"Glyma.18G038800.1.p","Glyma.18G038800.1.p","Glyma.18G038800"
"Glyma.18G039000.1.p","Glyma.18G039000.1.p","Glyma.18G039000"
"Glyma.18G039300.1.p","Glyma.18G039300.1.p","Glyma.18G039300"
"Glyma.18G039500.1.p","Glyma.18G039500.1.p","Glyma.18G039500"
"Glyma.18G039700.2.p","Glyma.18G039700.2.p","Glyma.18G039700"
"Glyma.18G039800.2.p","Glyma.18G039800.2.p","Glyma.18G039800"
"Glyma.18G040500.1.p","Glyma.18G040500.1.p","Glyma.18G040500"
"Glyma.18G040600.1.p","Glyma.18G040600.1.p","Glyma.18G040600"
"Glyma.18G040800.1.p","Glyma.18G040800.1.p","Glyma.18G040800"
"Glyma.18G041100.1.p","Glyma.18G041100.1.p","Glyma.18G041100"
"Glyma.18G041500.1.p","Glyma.18G041500.1.p","Glyma.18G041500"
"Glyma.18G041700.1.p","Glyma.18G041700.1.p","Glyma.18G041700"
"Glyma.18G041900.1.p","Glyma.18G041900.1.p","Glyma.18G041900"
"Glyma.18G042100.1.p","Glyma.18G042100.1.p","Glyma.18G042100"
"Glyma.18G042600.1.p","Glyma.18G042600.1.p","Glyma.18G042600"
"Glyma.18G042900.1.p","Glyma.18G042900.1.p","Glyma.18G042900"
"Glyma.18G043100.1.p","Glyma.18G043100.1.p","Glyma.18G043100"
"Glyma.18G043500.1.p","Glyma.18G043500.1.p","Glyma.18G043500"
"Glyma.18G043700.1.p","Glyma.18G043700.1.p","Glyma.18G043700"
"Glyma.18G043800.2.p","Glyma.18G043800.2.p","Glyma.18G043800"
"Glyma.18G044100.1.p","Glyma.18G044100.1.p","Glyma.18G044100"
"Glyma.18G044300.1.p","Glyma.18G044300.1.p","Glyma.18G044300"
"Glyma.18G045300.1.p","Glyma.18G045300.1.p","Glyma.18G045300"
"Glyma.18G045800.1.p","Glyma.18G045800.1.p","Glyma.18G045800"
"Glyma.18G045900.1.p","Glyma.18G045900.1.p","Glyma.18G045900"
"Glyma.18G046700.2.p","Glyma.18G046700.2.p","Glyma.18G046700"
"Glyma.18G046900.1.p","Glyma.18G046900.1.p","Glyma.18G046900"
"Glyma.18G048200.1.p","Glyma.18G048200.1.p","Glyma.18G048200"
"Glyma.18G048300.1.p","Glyma.18G048300.1.p","Glyma.18G048300"
"Glyma.18G048400.1.p","Glyma.18G048400.1.p","Glyma.18G048400"
"Glyma.18G048800.1.p","Glyma.18G048800.1.p","Glyma.18G048800"
"Glyma.18G048900.1.p","Glyma.18G048900.1.p","Glyma.18G048900"
"Glyma.18G049100.1.p","Glyma.18G049100.1.p","Glyma.18G049100"
"Glyma.18G049400.1.p","Glyma.18G049400.1.p","Glyma.18G049400"
"Glyma.18G049600.1.p","Glyma.18G049600.1.p","Glyma.18G049600"
"Glyma.18G050100.1.p","Glyma.18G050100.1.p","Glyma.18G050100"
"Glyma.18G050200.2.p","Glyma.18G050200.2.p","Glyma.18G050200"
"Glyma.18G050600.1.p","Glyma.18G050600.1.p","Glyma.18G050600"
"Glyma.18G050700.1.p","Glyma.18G050700.1.p","Glyma.18G050700"
"Glyma.18G050900.1.p","Glyma.18G050900.1.p","Glyma.18G050900"
"Glyma.18G051100.1.p","Glyma.18G051100.1.p","Glyma.18G051100"
"Glyma.18G051700.1.p","Glyma.18G051700.1.p","Glyma.18G051700"
"Glyma.18G052600.1.p","Glyma.18G052600.1.p","Glyma.18G052600"
"Glyma.18G052700.2.p","Glyma.18G052700.2.p","Glyma.18G052700"
"Glyma.18G053700.1.p","Glyma.18G053700.1.p","Glyma.18G053700"
"Glyma.18G053900.1.p","Glyma.18G053900.1.p","Glyma.18G053900"
"Glyma.18G054000.1.p","Glyma.18G054000.1.p","Glyma.18G054000"
"Glyma.18G055200.1.p","Glyma.18G055200.1.p","Glyma.18G055200"
"Glyma.18G055300.1.p","Glyma.18G055300.1.p","Glyma.18G055300"
"Glyma.18G055600.1.p","Glyma.18G055600.1.p","Glyma.18G055600"
"Glyma.18G056100.2.p","Glyma.18G056100.2.p","Glyma.18G056100"
"Glyma.18G056200.1.p","Glyma.18G056200.1.p","Glyma.18G056200"
"Glyma.18G056300.1.p","Glyma.18G056300.1.p","Glyma.18G056300"
"Glyma.18G056500.1.p","Glyma.18G056500.1.p","Glyma.18G056500"
"Glyma.18G057100.1.p","Glyma.18G057100.1.p","Glyma.18G057100"
"Glyma.18G057500.2.p","Glyma.18G057500.2.p","Glyma.18G057500"
"Glyma.18G057700.1.p","Glyma.18G057700.1.p","Glyma.18G057700"
"Glyma.18G058600.1.p","Glyma.18G058600.1.p","Glyma.18G058600"
"Glyma.18G058700.1.p","Glyma.18G058700.1.p","Glyma.18G058700"
"Glyma.18G059000.1.p","Glyma.18G059000.1.p","Glyma.18G059000"
"Glyma.18G059600.1.p","Glyma.18G059600.1.p","Glyma.18G059600"
"Glyma.18G060600.1.p","Glyma.18G060600.1.p","Glyma.18G060600"
"Glyma.18G061100.3.p","Glyma.18G061100.3.p","Glyma.18G061100"
"Glyma.18G061200.1.p","Glyma.18G061200.1.p","Glyma.18G061200"
"Glyma.18G061300.2.p","Glyma.18G061300.2.p","Glyma.18G061300"
"Glyma.18G061700.1.p","Glyma.18G061700.1.p","Glyma.18G061700"
"Glyma.18G062000.1.p","Glyma.18G062000.1.p","Glyma.18G062000"
"Glyma.18G062300.1.p","Glyma.18G062300.1.p","Glyma.18G062300"
"Glyma.18G062600.1.p","Glyma.18G062600.1.p","Glyma.18G062600"
"Glyma.18G062900.1.p","Glyma.18G062900.1.p","Glyma.18G062900"
"Glyma.18G064900.1.p","Glyma.18G064900.1.p","Glyma.18G064900"
"Glyma.18G065100.1.p","Glyma.18G065100.1.p","Glyma.18G065100"
"Glyma.18G065600.1.p","Glyma.18G065600.1.p","Glyma.18G065600"
"Glyma.18G065700.3.p","Glyma.18G065700.3.p","Glyma.18G065700"
"Glyma.18G065900.1.p","Glyma.18G065900.1.p","Glyma.18G065900"
"Glyma.18G067000.1.p","Glyma.18G067000.1.p","Glyma.18G067000"
"Glyma.18G067300.1.p","Glyma.18G067300.1.p","Glyma.18G067300"
"Glyma.18G067700.1.p","Glyma.18G067700.1.p","Glyma.18G067700"
"Glyma.18G070300.1.p","Glyma.18G070300.1.p","Glyma.18G070300"
"Glyma.18G070500.1.p","Glyma.18G070500.1.p","Glyma.18G070500"
"Glyma.18G070600.1.p","Glyma.18G070600.1.p","Glyma.18G070600"
"Glyma.18G070900.1.p","Glyma.18G070900.1.p","Glyma.18G070900"
"Glyma.18G071700.1.p","Glyma.18G071700.1.p","Glyma.18G071700"
"Glyma.18G072600.1.p","Glyma.18G072600.1.p","Glyma.18G072600"
"Glyma.18G073400.1.p","Glyma.18G073400.1.p","Glyma.18G073400"
"Glyma.18G074000.1.p","Glyma.18G074000.1.p","Glyma.18G074000"
"Glyma.18G074100.1.p","Glyma.18G074100.1.p","Glyma.18G074100"
"Glyma.18G074200.2.p","Glyma.18G074200.2.p","Glyma.18G074200"
"Glyma.18G074700.1.p","Glyma.18G074700.1.p","Glyma.18G074700"
"Glyma.18G074900.3.p","Glyma.18G074900.3.p","Glyma.18G074900"
"Glyma.18G075000.1.p","Glyma.18G075000.1.p","Glyma.18G075000"
"Glyma.18G075400.1.p","Glyma.18G075400.1.p","Glyma.18G075400"
"Glyma.18G075600.1.p","Glyma.18G075600.1.p","Glyma.18G075600"
"Glyma.18G076000.1.p","Glyma.18G076000.1.p","Glyma.18G076000"
"Glyma.18G077300.4.p","Glyma.18G077300.4.p","Glyma.18G077300"
"Glyma.18G077500.1.p","Glyma.18G077500.1.p","Glyma.18G077500"
"Glyma.18G078500.1.p","Glyma.18G078500.1.p","Glyma.18G078500"
"Glyma.18G078600.1.p","Glyma.18G078600.1.p","Glyma.18G078600"
"Glyma.18G080000.1.p","Glyma.18G080000.1.p","Glyma.18G080000"
"Glyma.18G080300.1.p","Glyma.18G080300.1.p","Glyma.18G080300"
"Glyma.18G080900.1.p","Glyma.18G080900.1.p","Glyma.18G080900"
"Glyma.18G081100.1.p","Glyma.18G081100.1.p","Glyma.18G081100"
"Glyma.18G081700.2.p","Glyma.18G081700.2.p","Glyma.18G081700"
"Glyma.18G081800.1.p","Glyma.18G081800.1.p","Glyma.18G081800"
"Glyma.18G081900.3.p","Glyma.18G081900.3.p","Glyma.18G081900"
"Glyma.18G084400.1.p","Glyma.18G084400.1.p","Glyma.18G084400"
"Glyma.18G084800.1.p","Glyma.18G084800.1.p","Glyma.18G084800"
"Glyma.18G085400.1.p","Glyma.18G085400.1.p","Glyma.18G085400"
"Glyma.18G089600.3.p","Glyma.18G089600.3.p","Glyma.18G089600"
"Glyma.18G090400.1.p","Glyma.18G090400.1.p","Glyma.18G090400"
"Glyma.18G090900.1.p","Glyma.18G090900.1.p","Glyma.18G090900"
"Glyma.18G091000.3.p","Glyma.18G091000.3.p","Glyma.18G091000"
"Glyma.18G091300.1.p","Glyma.18G091300.1.p","Glyma.18G091300"
"Glyma.18G091900.1.p","Glyma.18G091900.1.p","Glyma.18G091900"
"Glyma.18G092300.1.p","Glyma.18G092300.1.p","Glyma.18G092300"
"Glyma.18G092500.1.p","Glyma.18G092500.1.p","Glyma.18G092500"
"Glyma.18G092600.1.p","Glyma.18G092600.1.p","Glyma.18G092600"
"Glyma.18G092800.1.p","Glyma.18G092800.1.p","Glyma.18G092800"
"Glyma.18G093200.1.p","Glyma.18G093200.1.p","Glyma.18G093200"
"Glyma.18G094500.1.p","Glyma.18G094500.1.p","Glyma.18G094500"
"Glyma.18G094600.1.p","Glyma.18G094600.1.p","Glyma.18G094600"
"Glyma.18G095900.1.p","Glyma.18G095900.1.p","Glyma.18G095900"
"Glyma.18G096300.1.p","Glyma.18G096300.1.p","Glyma.18G096300"
"Glyma.18G096500.4.p","Glyma.18G096500.4.p","Glyma.18G096500"
"Glyma.18G096900.1.p","Glyma.18G096900.1.p","Glyma.18G096900"
"Glyma.18G098400.3.p","Glyma.18G098400.3.p","Glyma.18G098400"
"Glyma.18G098800.1.p","Glyma.18G098800.1.p","Glyma.18G098800"
"Glyma.18G098900.1.p","Glyma.18G098900.1.p","Glyma.18G098900"
"Glyma.18G099500.1.p","Glyma.18G099500.1.p","Glyma.18G099500"
"Glyma.18G101400.1.p","Glyma.18G101400.1.p","Glyma.18G101400"
"Glyma.18G102100.2.p","Glyma.18G102100.2.p","Glyma.18G102100"
"Glyma.18G102700.2.p","Glyma.18G102700.2.p","Glyma.18G102700"
"Glyma.18G102800.1.p","Glyma.18G102800.1.p","Glyma.18G102800"
"Glyma.18G102900.1.p","Glyma.18G102900.1.p","Glyma.18G102900"
"Glyma.18G103000.1.p","Glyma.18G103000.1.p","Glyma.18G103000"
"Glyma.18G103400.1.p","Glyma.18G103400.1.p","Glyma.18G103400"
"Glyma.18G103500.1.p","Glyma.18G103500.1.p","Glyma.18G103500"
"Glyma.18G103800.1.p","Glyma.18G103800.1.p","Glyma.18G103800"
"Glyma.18G104000.1.p","Glyma.18G104000.1.p","Glyma.18G104000"
"Glyma.18G104400.1.p","Glyma.18G104400.1.p","Glyma.18G104400"
"Glyma.18G104600.4.p","Glyma.18G104600.4.p","Glyma.18G104600"
"Glyma.18G105200.1.p","Glyma.18G105200.1.p","Glyma.18G105200"
"Glyma.18G105400.1.p","Glyma.18G105400.1.p","Glyma.18G105400"
"Glyma.18G106300.2.p","Glyma.18G106300.2.p","Glyma.18G106300"
"Glyma.18G106800.1.p","Glyma.18G106800.1.p","Glyma.18G106800"
"Glyma.18G106900.1.p","Glyma.18G106900.1.p","Glyma.18G106900"
"Glyma.18G107000.1.p","Glyma.18G107000.1.p","Glyma.18G107000"
"Glyma.18G107600.1.p","Glyma.18G107600.1.p","Glyma.18G107600"
"Glyma.18G108300.1.p","Glyma.18G108300.1.p","Glyma.18G108300"
"Glyma.18G109800.1.p","Glyma.18G109800.1.p","Glyma.18G109800"
"Glyma.18G109900.2.p","Glyma.18G109900.2.p","Glyma.18G109900"
"Glyma.18G110000.1.p","Glyma.18G110000.1.p","Glyma.18G110000"
"Glyma.18G111000.1.p","Glyma.18G111000.1.p","Glyma.18G111000"
"Glyma.18G111200.1.p","Glyma.18G111200.1.p","Glyma.18G111200"
"Glyma.18G112100.1.p","Glyma.18G112100.1.p","Glyma.18G112100"
"Glyma.18G114800.1.p","Glyma.18G114800.1.p","Glyma.18G114800"
"Glyma.18G114900.1.p","Glyma.18G114900.1.p","Glyma.18G114900"
"Glyma.18G115300.1.p","Glyma.18G115300.1.p","Glyma.18G115300"
"Glyma.18G115500.1.p","Glyma.18G115500.1.p","Glyma.18G115500"
"Glyma.18G116400.1.p","Glyma.18G116400.1.p","Glyma.18G116400"
"Glyma.18G116900.1.p","Glyma.18G116900.1.p","Glyma.18G116900"
"Glyma.18G119100.1.p","Glyma.18G119100.1.p","Glyma.18G119100"
"Glyma.18G119600.1.p","Glyma.18G119600.1.p","Glyma.18G119600"
"Glyma.18G120300.1.p","Glyma.18G120300.1.p","Glyma.18G120300"
"Glyma.18G120700.1.p","Glyma.18G120700.1.p","Glyma.18G120700"
"Glyma.18G121200.1.p","Glyma.18G121200.1.p","Glyma.18G121200"
"Glyma.18G125500.1.p","Glyma.18G125500.1.p","Glyma.18G125500"
"Glyma.18G125600.2.p","Glyma.18G125600.2.p","Glyma.18G125600"
"Glyma.18G126000.1.p","Glyma.18G126000.1.p","Glyma.18G126000"
"Glyma.18G127200.1.p","Glyma.18G127200.1.p","Glyma.18G127200"
"Glyma.18G128200.1.p","Glyma.18G128200.1.p","Glyma.18G128200"
"Glyma.18G128300.1.p","Glyma.18G128300.1.p","Glyma.18G128300"
"Glyma.18G129700.1.p","Glyma.18G129700.1.p","Glyma.18G129700"
"Glyma.18G130400.1.p","Glyma.18G130400.1.p","Glyma.18G130400"
"Glyma.18G130500.1.p","Glyma.18G130500.1.p","Glyma.18G130500"
"Glyma.18G131200.1.p","Glyma.18G131200.1.p","Glyma.18G131200"
"Glyma.18G132000.1.p","Glyma.18G132000.1.p","Glyma.18G132000"
"Glyma.18G132100.1.p","Glyma.18G132100.1.p","Glyma.18G132100"
"Glyma.18G132500.1.p","Glyma.18G132500.1.p","Glyma.18G132500"
"Glyma.18G132900.1.p","Glyma.18G132900.1.p","Glyma.18G132900"
"Glyma.18G133000.1.p","Glyma.18G133000.1.p","Glyma.18G133000"
"Glyma.18G133400.1.p","Glyma.18G133400.1.p","Glyma.18G133400"
"Glyma.18G134200.6.p","Glyma.18G134200.6.p","Glyma.18G134200"
"Glyma.18G134600.1.p","Glyma.18G134600.1.p","Glyma.18G134600"
"Glyma.18G137100.1.p","Glyma.18G137100.1.p","Glyma.18G137100"
"Glyma.18G137300.1.p","Glyma.18G137300.1.p","Glyma.18G137300"
"Glyma.18G137500.1.p","Glyma.18G137500.1.p","Glyma.18G137500"
"Glyma.18G138300.1.p","Glyma.18G138300.1.p","Glyma.18G138300"
"Glyma.18G138400.1.p","Glyma.18G138400.1.p","Glyma.18G138400"
"Glyma.18G138900.1.p","Glyma.18G138900.1.p","Glyma.18G138900"
"Glyma.18G139100.1.p","Glyma.18G139100.1.p","Glyma.18G139100"
"Glyma.18G139700.1.p","Glyma.18G139700.1.p","Glyma.18G139700"
"Glyma.18G139800.1.p","Glyma.18G139800.1.p","Glyma.18G139800"
"Glyma.18G140300.2.p","Glyma.18G140300.2.p","Glyma.18G140300"
"Glyma.18G142600.1.p","Glyma.18G142600.1.p","Glyma.18G142600"
"Glyma.18G143100.1.p","Glyma.18G143100.1.p","Glyma.18G143100"
"Glyma.18G143600.2.p","Glyma.18G143600.2.p","Glyma.18G143600"
"Glyma.18G143700.1.p","Glyma.18G143700.1.p","Glyma.18G143700"
"Glyma.18G143900.1.p","Glyma.18G143900.1.p","Glyma.18G143900"
"Glyma.18G144100.1.p","Glyma.18G144100.1.p","Glyma.18G144100"
"Glyma.18G145300.1.p","Glyma.18G145300.1.p","Glyma.18G145300"
"Glyma.18G145500.1.p","Glyma.18G145500.1.p","Glyma.18G145500"
"Glyma.18G147100.1.p","Glyma.18G147100.1.p","Glyma.18G147100"
"Glyma.18G147700.1.p","Glyma.18G147700.1.p","Glyma.18G147700"
"Glyma.18G148500.1.p","Glyma.18G148500.1.p","Glyma.18G148500"
"Glyma.18G149300.1.p","Glyma.18G149300.1.p","Glyma.18G149300"
"Glyma.18G149600.1.p","Glyma.18G149600.1.p","Glyma.18G149600"
"Glyma.18G150000.1.p","Glyma.18G150000.1.p","Glyma.18G150000"
"Glyma.18G151800.1.p","Glyma.18G151800.1.p","Glyma.18G151800"
"Glyma.18G152600.1.p","Glyma.18G152600.1.p","Glyma.18G152600"
"Glyma.18G152700.1.p","Glyma.18G152700.1.p","Glyma.18G152700"
"Glyma.18G152900.1.p","Glyma.18G152900.1.p","Glyma.18G152900"
"Glyma.18G153000.1.p","Glyma.18G153000.1.p","Glyma.18G153000"
"Glyma.18G153300.1.p","Glyma.18G153300.1.p","Glyma.18G153300"
"Glyma.18G153500.1.p","Glyma.18G153500.1.p","Glyma.18G153500"
"Glyma.18G154900.1.p","Glyma.18G154900.1.p","Glyma.18G154900"
"Glyma.18G155100.1.p","Glyma.18G155100.1.p","Glyma.18G155100"
"Glyma.18G155800.1.p","Glyma.18G155800.1.p","Glyma.18G155800"
"Glyma.18G155900.5.p","Glyma.18G155900.5.p","Glyma.18G155900"
"Glyma.18G156100.1.p","Glyma.18G156100.1.p","Glyma.18G156100"
"Glyma.18G156300.1.p","Glyma.18G156300.1.p","Glyma.18G156300"
"Glyma.18G156500.1.p","Glyma.18G156500.1.p","Glyma.18G156500"
"Glyma.18G156600.1.p","Glyma.18G156600.1.p","Glyma.18G156600"
"Glyma.18G157300.1.p","Glyma.18G157300.1.p","Glyma.18G157300"
"Glyma.18G158100.1.p","Glyma.18G158100.1.p","Glyma.18G158100"
"Glyma.18G158200.1.p","Glyma.18G158200.1.p","Glyma.18G158200"
"Glyma.18G158900.1.p","Glyma.18G158900.1.p","Glyma.18G158900"
"Glyma.18G159100.1.p","Glyma.18G159100.1.p","Glyma.18G159100"
"Glyma.18G159500.1.p","Glyma.18G159500.1.p","Glyma.18G159500"
"Glyma.18G160200.1.p","Glyma.18G160200.1.p","Glyma.18G160200"
"Glyma.18G164100.1.p","Glyma.18G164100.1.p","Glyma.18G164100"
"Glyma.18G164800.1.p","Glyma.18G164800.1.p","Glyma.18G164800"
"Glyma.18G166600.2.p","Glyma.18G166600.2.p","Glyma.18G166600"
"Glyma.18G166700.1.p","Glyma.18G166700.1.p","Glyma.18G166700"
"Glyma.18G166800.1.p","Glyma.18G166800.1.p","Glyma.18G166800"
"Glyma.18G167300.1.p","Glyma.18G167300.1.p","Glyma.18G167300"
"Glyma.18G170600.1.p","Glyma.18G170600.1.p","Glyma.18G170600"
"Glyma.18G170900.1.p","Glyma.18G170900.1.p","Glyma.18G170900"
"Glyma.18G172300.1.p","Glyma.18G172300.1.p","Glyma.18G172300"
"Glyma.18G172500.1.p","Glyma.18G172500.1.p","Glyma.18G172500"
"Glyma.18G172700.1.p","Glyma.18G172700.1.p","Glyma.18G172700"
"Glyma.18G173100.1.p","Glyma.18G173100.1.p","Glyma.18G173100"
"Glyma.18G174600.1.p","Glyma.18G174600.1.p","Glyma.18G174600"
"Glyma.18G175300.1.p","Glyma.18G175300.1.p","Glyma.18G175300"
"Glyma.18G175500.1.p","Glyma.18G175500.1.p","Glyma.18G175500"
"Glyma.18G175700.1.p","Glyma.18G175700.1.p","Glyma.18G175700"
"Glyma.18G175800.1.p","Glyma.18G175800.1.p","Glyma.18G175800"
"Glyma.18G177000.1.p","Glyma.18G177000.1.p","Glyma.18G177000"
"Glyma.18G179800.1.p","Glyma.18G179800.1.p","Glyma.18G179800"
"Glyma.18G182600.1.p","Glyma.18G182600.1.p","Glyma.18G182600"
"Glyma.18G183700.1.p","Glyma.18G183700.1.p","Glyma.18G183700"
"Glyma.18G183900.1.p","Glyma.18G183900.1.p","Glyma.18G183900"
"Glyma.18G185200.1.p","Glyma.18G185200.1.p","Glyma.18G185200"
"Glyma.18G186800.1.p","Glyma.18G186800.1.p","Glyma.18G186800"
"Glyma.18G188800.1.p","Glyma.18G188800.1.p","Glyma.18G188800"
"Glyma.18G190200.1.p","Glyma.18G190200.1.p","Glyma.18G190200"
"Glyma.18G190300.1.p","Glyma.18G190300.1.p","Glyma.18G190300"
"Glyma.18G190500.1.p","Glyma.18G190500.1.p","Glyma.18G190500"
"Glyma.18G190700.1.p","Glyma.18G190700.1.p","Glyma.18G190700"
"Glyma.18G190800.1.p","Glyma.18G190800.1.p","Glyma.18G190800"
"Glyma.18G191600.1.p","Glyma.18G191600.1.p","Glyma.18G191600"
"Glyma.18G192000.1.p","Glyma.18G192000.1.p","Glyma.18G192000"
"Glyma.18G193400.1.p","Glyma.18G193400.1.p","Glyma.18G193400"
"Glyma.18G193600.1.p","Glyma.18G193600.1.p","Glyma.18G193600"
"Glyma.18G195200.1.p","Glyma.18G195200.1.p","Glyma.18G195200"
"Glyma.18G195400.1.p","Glyma.18G195400.1.p","Glyma.18G195400"
"Glyma.18G195500.2.p","Glyma.18G195500.2.p","Glyma.18G195500"
"Glyma.18G195900.1.p","Glyma.18G195900.1.p","Glyma.18G195900"
"Glyma.18G196000.1.p","Glyma.18G196000.1.p","Glyma.18G196000"
"Glyma.18G197300.1.p","Glyma.18G197300.1.p","Glyma.18G197300"
"Glyma.18G197600.2.p","Glyma.18G197600.2.p","Glyma.18G197600"
"Glyma.18G197800.1.p","Glyma.18G197800.1.p","Glyma.18G197800"
"Glyma.18G198300.1.p","Glyma.18G198300.1.p","Glyma.18G198300"
"Glyma.18G199400.1.p","Glyma.18G199400.1.p","Glyma.18G199400"
"Glyma.18G200000.1.p","Glyma.18G200000.1.p","Glyma.18G200000"
"Glyma.18G200500.1.p","Glyma.18G200500.1.p","Glyma.18G200500"
"Glyma.18G200800.1.p","Glyma.18G200800.1.p","Glyma.18G200800"
"Glyma.18G202700.1.p","Glyma.18G202700.1.p","Glyma.18G202700"
"Glyma.18G203900.1.p","Glyma.18G203900.1.p","Glyma.18G203900"
"Glyma.18G204200.1.p","Glyma.18G204200.1.p","Glyma.18G204200"
"Glyma.18G204800.1.p","Glyma.18G204800.1.p","Glyma.18G204800"
"Glyma.18G205800.1.p","Glyma.18G205800.1.p","Glyma.18G205800"
"Glyma.18G206000.1.p","Glyma.18G206000.1.p","Glyma.18G206000"
"Glyma.18G206600.1.p","Glyma.18G206600.1.p","Glyma.18G206600"
"Glyma.18G207400.2.p","Glyma.18G207400.2.p","Glyma.18G207400"
"Glyma.18G207700.1.p","Glyma.18G207700.1.p","Glyma.18G207700"
"Glyma.18G207900.1.p","Glyma.18G207900.1.p","Glyma.18G207900"
"Glyma.18G208300.1.p","Glyma.18G208300.1.p","Glyma.18G208300"
"Glyma.18G209600.1.p","Glyma.18G209600.1.p","Glyma.18G209600"
"Glyma.18G209800.1.p","Glyma.18G209800.1.p","Glyma.18G209800"
"Glyma.18G210100.1.p","Glyma.18G210100.1.p","Glyma.18G210100"
"Glyma.18G210500.1.p","Glyma.18G210500.1.p","Glyma.18G210500"
"Glyma.18G210900.1.p","Glyma.18G210900.1.p","Glyma.18G210900"
"Glyma.18G211000.1.p","Glyma.18G211000.1.p","Glyma.18G211000"
"Glyma.18G211100.1.p","Glyma.18G211100.1.p","Glyma.18G211100"
"Glyma.18G211400.1.p","Glyma.18G211400.1.p","Glyma.18G211400"
"Glyma.18G212900.1.p","Glyma.18G212900.1.p","Glyma.18G212900"
"Glyma.18G213400.1.p","Glyma.18G213400.1.p","Glyma.18G213400"
"Glyma.18G213700.1.p","Glyma.18G213700.1.p","Glyma.18G213700"
"Glyma.18G213900.1.p","Glyma.18G213900.1.p","Glyma.18G213900"
